abandon, [əˋbændən] vt.放棄，中止
dome, [dom] n.圓屋頂
dilemma, [də`lɛmə] n.進退兩難
donate, [`donet] vt.捐贈
dimension, [dɪ`mɛnʃən] n.尺寸；面積；面向
donation, [dòneʃən] n.捐贈(物)
diminish, [də`mɪnɪʃ] vt.vi.減少；失勢
donor, [`donɚ] n.捐贈者
diplomacy, [dɪ`ploməsɪ] n.外交(手腕)
doom, [dum] n.厄運；毀滅
diplomatic, [͵dɪplə`mæ tɪk] adj.外交的
dosage, [`dosɪdʒ] n.(藥)劑量；服法
directory, [də`rɛktərɪ] n.電話號碼簿；使用手冊
drastic, [`dræ stɪk] adj.猛烈的
disability, [dɪsə`bɪlətɪ] n.無能；殘障
drawback, [`drɔ͵bæ k] n.缺點；短處
disable, [dɪsèb!] vt.使失去能力
dreary, [`drɪərɪ] adj.陰鬱的
disapprove, [͵dɪsə`pruv] vt.vi.不贊同
drizzle, [`drɪz!] vi.n.(下)毛毛雨
disastrous, [dɪz`æ strəs] adj.災難的
drought, [draʊt] n.乾旱
discharge, [dɪs`tʃɑrdʒ] vt.vi..n排出(液體、 氣體等)；釋放；解雇
dual, [`djuəl] adj.雙的
dubious, [`djubɪəs] adj.(對事物)半信半疑的；曖昧的；含糊的
disciplinary, [`dɪsəplɪn͵ɛrɪ] adj.紀律的
disclose, [dɪs`kloz] vt.揭發；透露
dynamite, [`daɪnə͵maɪt] n.炸藥
disclosure, [dɪs`kloʒɚ] n.揭發；透露
ebb, [ɛb] n.vi.退潮；衰落
discomfort, [dɪs`kʌmfɚt] n.不舒適
eccentric, [ɪk`sɛntrɪk] adj.古怪的
discreet, [dɪ`skrit] adj.謹慎的
ecology, [ɪ`kɑlədʒɪ] n.生態學
discrimination, [dɪ͵skrɪmə`neʃən] n.辨別
ecstasy, [`ɛkstəsɪ] n.狂喜；迷幻藥
disgrace, [dɪs`gres] n.vt.(使…)丟臉
edible, [`ɛdəb!] adj.可食的
disgraceful, [dɪs`gresfəl] adj.不名譽的
editorial, [͵ɛdə`tɔrɪəl] adj.n.編輯(上)的；(報刊的)社論
dismantle, [dɪs`mæ nt!] vt.拆卸
dismay, [dɪs`me] n.驚慌；沮喪
electron, [ɪ`lɛktrɑn] n.電子
dispatch, [dɪ`spæ tʃ] vt.n.派遣；發送
eligible, [`ɛlɪdʒəb!] adj.有資格當選的；法律上合格的
dispensable, [dɪ`spɛnsəb!] adj.非必要的
disperse, [dɪ`spɝs] vt.vi.驅散
elite, [ ɪ`lit] n.精英
displace, [dɪs`ples] vt.(從原地)移開
eloquence, [`ɛləkwəns] n.雄辯；口才
displease, [dɪs`pliz] vt.vi.使人不高興
eloquent, [`ɛləkwənt] adj.雄辯的
disposable, [dɪ`spozəb!] adj.可任意處理的；用完即丟棄的
embark, [ɪm`bɑrk] vi.上船(或飛機等)；著手
emigrant, [`ɛməgrənt] adj.n.移民(的)
disposal, [dɪ`spoz!] n.處理
emigrate, [`ɛmə͵gret] vi.移居外國(或外地)
disregard, [͵dɪsrɪ`gɑrd] vt.n.不顧；漠視
emigration, [͵ɛmə`greʃən] n.移居
dissident, [`dɪsədənt] adj.n.意見不同的(人)
emphatic, [ɪm`fæ tɪk] adj.強調的
dissolve, [dɪ`zɑlv] vt.vi.分解；解散
enact, [ɪn`æ kt] vt.制定(法律)；扮演(角色)
enactment, [ɪn`æ ktmənt] n.制定(法律)；扮演(角色)
faction, [`fæ kʃən] n.派系；小集團
enclosure, [ɪn`kloʒɚ] n.圍住；圈地
faculty, [`fæ k!tɪ] n.全體教職員
encyclopedia, [ɪn͵saɪklə`pidɪə] n.百科全書
familiarity, [fə͵mɪlɪ`æ rətɪ] n.熟悉；親近
endurance, [ɪn`djʊrəns] n.耐久力
famine, [`fæ mɪn] n.饑荒
enhance, [ɪn`hæ ns] vt.增加(價值、吸引力等)
fascination, [͵fæsnèʃən] n.魅力；迷戀
enhancement, [ɪn`hæ nsmənt] n.增加(價值、吸引力等)
feasible, [`fizəb!] adj.可實行的
enlighten, [ɪn`laɪtn] vt.啟發；教導
federation, [͵fɛdə`reʃən] n.聯邦政府
enlightenment, [ɪn`laɪtnmənt] n.啟發；教導
feedback, [`fid͵bæk] n.反饋；回饋
enrich, [ɪn`rɪtʃ] vt.使豐富
fertility, [fɝ`tɪlətɪ] n.肥沃；繁殖力
enrichment, [ɪn`rɪtʃmənt] n.豐富
fidelity, [fɪ`dɛlətɪ] n.忠貞
epidemic, [͵ɛpɪ`dɛmɪk] adj.n.傳染病(的)
finite, [`faɪnaɪt] adj.有限的
episode, [`ɛpə͵sod] n.(整個事情中的)一個事件；插曲；一集
fireproof, [`faɪr`pruf] adj.防火的
flare, [flɛr] vi.vt.(火焰)閃耀
emotional quotient, [ɪ`moʃən!] [`kwoʃənt] phr.情感商數
fleet, [flit] n.艦隊
flicker, [`flɪkɚ] vi.閃爍；搖曳
emotional intelligence, [ɪ`moʃən!] [ɪn`tɛlədʒəns] (phr.) 情緒智商
fling, [flɪŋ] vt.vi.n.(用力地)扔；擲
fluid, [`fluɪd] adj.n.流體的；液體
equation, [ɪ`kweʃən] n.方程式；平衡
flutter, [`flʌtɚ] vi.(鳥)振翼；飄揚
equivalent, [ɪ`kwɪvələnt] adj.n.相等的；相等物 foresee [for`si] vt.預見；預知
erode, [ɪ`rod] vt.侵蝕；磨損
formidable, [`fɔrmɪdəb!] adj.可怕的；難克服的
eruption, [ɪ`rʌpʃən] n.爆發
formulate, [`fɔrmjə͵let] vt.使公式化
escalate, [`ɛskə͵let] vt.使逐步上升
forsake, [fɚ`sek] vt.遺棄；背棄
essence, [`ɛsns] n.本質；精華
forthcoming, [͵forθ`kʌmɪŋ] adj.即將到來的；隨時可得的
eternity, [ɪ`tɝnətɪ] n.永恆；不朽
ethical, [`ɛθɪk!] adj.倫理的
fortify, [`fɔrtə͵faɪ] vt.加強；支持
ethnic, [`ɛθnɪk] adj.種族(上)的
foster, [`fɔstɚ] vt.adj.養育；收養的
evacuate, [ɪ`væ kjʊ͵et] vt.撤離；疏散
fracture, [`fræ ktʃɚ] (n.) 斷裂；骨折
evolution, [͵ɛvə`luʃən] n.進化
fragile, [`fræ dʒəl] adj.易碎的；脆弱的
evolve, [ɪ`vɑlv] vt.進化；形成
fragment, [`fræ gmənt] n.vt.vi.(成)碎片
excerpt, [ɪk`sɝpt] n.摘錄
frail, [frel] adj.虛弱的
excessive, [ɪk`sɛsɪv] adj.過度的
fraud, [frɔd] n.詐騙(行為)；騙子
exclusive, [ɪk`sklusɪv] adj.獨佔的；排他的
freak, [frik] n.怪誕的行動；畸形的人
execution, [͵ɛksɪ`kjuʃən] n.執行；死刑
fret, [frɛt] vt.vi.使苦惱；煩躁
exert, [ɪg`zɝt] vt.盡(力)；運用
friction, [`frɪkʃən] n.摩擦(力)
exotic, [ɛg`zɑtɪk] adj.異國情調的
galaxy, [`gæ ləksɪ] n.銀河
expedition, [͵ɛkspɪ`dɪʃən] n.遠征；探險
generalize, [`dʒɛnərəl͵aɪz] vi.vt.泛論；歸納
expel, [ɪk`spɛl] vt.驅逐；開除
generate, [`dʒɛnə͵ret] vt.產生；引起
expertise, [͵ɛkspɚ`tiz] n.專門技術
generator, [`dʒɛnə͵retɚ] n.發電機
expiration, [͵ɛkspə`reʃən] n.終結；期滿
genetic, [dʒə`nɛtɪk] adj.起源的；基因的
expire, [ɪk`spaɪr] vi.滿期；屆
genetics, [dʒə`nɛtɪks] n.遺傳學(單)
explicit, [ɪk`splɪsɪt] adj.詳盡的
glamour, [`glæ mɚ] n.魅力；妖豔
exploit, [ɪk`splɔɪt] n.功績；功勳
glassware, [`glæs͵wɛr] n.玻璃器皿
exploration, [͵ɛksplə`reʃən] n.探索
glisten, [`glɪsn] vi.n.閃耀；閃光
exquisite, [`ɛkskwɪzɪt] adj.精緻的
gloomy, [`glumɪ] adj.陰鬱的
extract, [ɪk`stræ kt] vt.抽出；提煉
genetically modified organism, [dʒə`nɛtɪk!ɪ][`mɑdə͵faɪd][`ɔrgən͵ɪzəm] n.基因改造生物
extracurricular, [͵ɛkstrəkə`rɪkjəlɚ] adj.課外的 
eyesight, [àɪ͵saɪt] n.視力；視野
fabulous, [`fæ bjələs] adj.驚人的；極好的
graph, [græ f] n.圖表；圖解
facilitate, [fə`sɪlə͵tet] vt.促進；幫助
graphic, [`græ fɪk] adj.寫實的；圖解的
grill, [grɪl] n.烤架 vt.vi.烤
inevitable, [ɪn`ɛvətəb!] adj.不可避免的
grocer, [`grosɚ] n.食品雜貨商
infectious, [ɪn`fɛkʃəs] adj.傳染性的
grope, [grop] vi.vt.摸索
infer, [ɪn`fɝ] vt.vi.推論；意味著…
guerrilla, [gəˈrɪlə] n.游擊戰(隊員)
inference, [`ɪnfərəns] n.推論
habitat, [`hæ bə͵tæ t] n.棲息地
ingenious, [ɪn`dʒinjəs] adj.巧妙的；心靈手巧的；足智多謀的
hack, [hæ k] vt.vi.n.劈；砍
hacker, [hæ kɚ] n.駭客
ingenuity, [͵ɪndʒə`nuətɪ] n.足智多謀；巧妙；精巧的裝置
hail, [hel] n.冰雹
harass, [`hæ rəs] vt.使…煩惱；騷擾
inhabit, [ɪn`hæ bɪt] vt.棲息於…
harassment, [`hæ rəsmənt] n.煩惱；騷擾
inhabitant, [ɪn`hæ bətənt] n.居民；居住者
hazard, [`hæ zɚd] n.危害(物)
inherent, [ɪn`hɪrənt] adj.固有的；與生俱來的
hemisphere, [`hɛməs͵fɪr] n.(地球的)半球；半球體
initiative, [ɪ`nɪʃətɪv] adj.創始的 n.倡議；進取心
inject, [ɪn`dʒɛkt] vt.注射(藥液等)
hereafter, [͵hɪr`æ ftɚ] adv.此後；來世
injection, [ɪn`dʒɛkʃən] n.注射
heritage, [`hɛrətɪdʒ] n.遺產
injustice, [ɪn`dʒʌstɪs] n.不正義
heroin, [`hɛro͵ɪn] n.海洛因
innovation, [͵ɪnə`veʃən] n.改革；創新
highlight, [`haɪ͵laɪt] vt.照亮 n.最突出(或最精彩)的部分
innovative, [`ɪno͵vetɪv] adj.創新的
inquiry, [ɪn`kwaɪrɪ] n.詢問；調查；探索
honorary, [`ɑnə͵rɛrɪ] adj.名譽上的
insight, [`ɪn͵saɪt] n.洞察力
hormone, [`hɔrmon] n.荷爾蒙
insistence, [ɪn`sɪstəns] n.堅持
hospitable, [`hɑspɪtəb!] adj.好客的
installation, [͵ɪnstə`leʃən] n.就任；安裝裝置
hospitality, [͵hɑspɪ`tæ lətɪ] n.好客；殷勤
installment, [ɪn`stɔlmənt] n.分期付款
hospitalize, [`hɑspɪt!͵aɪz] vt.使…住院治療
institution, [͵ɪnstə`tjuʃən] n.制度；公共團體；機構；建立
hostility, [hɑs`tɪlətɪ] n.敵意；敵視
humanitarian, [hju͵mænə`tɛrɪən] adj.n.人道主義的；人道主義者
intact, [ɪn`tæ kt] adj.完整無缺的
integrate, [`ɪntə͵gret] vt.vi.使結合；使完整
humiliate, [hjùmɪlɪ͵et] vt.羞辱；使丟臉
integration, [͵ɪntə`greʃən] n.整合
hunch, [hʌntʃ] n.預感；肉峰；隆起 vt.vi. 隆起
integrity, [ɪn`tɛgrətɪ] n.正直；完善
hurdle, [`hɝd!] n.vt.跳欄；跨(欄)
intellect, [`ɪnt!͵ɛkt] n.智力
hygiene, [`haɪdʒin] n.衛生(學)
intersection, [͵ɪntɚ`sɛkʃən] n.十字路口
hypocrisy, [hɪ`pɑkrəsɪ] n.偽善；虛偽
interval, [`ɪntɚv!] n.間隔；距離
hypocrite, [`hɪpəkrɪt] n.偽君子
intervene, [͵ɪntɚ`vin] vi.干涉；打擾
hysterical, [hɪs`tɛrɪk!] adj.歇斯底里的
intervention, [͵ɪntɚ`vɛnʃən] n.干涉
illuminate, [ɪ`lumə͵net] vt.vi.照亮
intimacy, [`ɪntəməsɪ] n.親密；私下
illusion, [ɪ`ljuʒən] n.幻覺；假象
intimidate, [ɪn`tɪmə͵det] vt.威嚇；脅迫
immune, [ɪ`mjun] adj.免疫的
intrude, [ɪn`trud] vi.vt.侵入
imperative, [ɪm`pɛrətɪv] adj.必要的；命令式的
intruder, [ɪn`trudɚ] n.侵入者
implement, [`ɪmpləmənt] n.器具 vt.實施
invaluable, [ɪn`væ ljəb!] adj.無價的
implication, [͵ɪmplɪ`keʃən] n.暗示；牽連
inventory, [`ɪnvən͵torɪ] n.存貨清單；庫存
implicit, [ɪm`plɪsɪt] adj.含蓄的
investigator, [ɪn`vɛstə͵getɚ] n.調查者
imposing, [ɪm`pozɪŋ] adj.壯觀的；
intelligence quotient, [ɪn`tɛlədʒəns] [`kwoʃənt] n.智力商數
imprison, [ɪm`prɪzn] vt.監禁
imprisonment, [ɪm`prɪznmənt] n.監禁
ironic, [aɪ`rɑnɪk] adj.冷嘲的
incentive, [ɪn`sɛntɪv] n.動機
irony, [àɪrənɪ] n.諷刺
incidental, [͵ɪnsə`dɛnt!] adj.附帶的；偶然發生的
irritable, [`ɪrətəb!] adj.易怒的
irritate, [`ɪrə͵tet] vt.vi.使惱怒
incline, [ɪn`klaɪn] vi.vt.傾斜；心裡傾向
irritation, [͵ɪrə`teʃən] n.惱怒
inclusive, [ɪn`klusɪv] adj.包含的
joyous, [`dʒɔɪəs] adj.快樂的
indignation, [͵ɪndɪg`neʃən] n.憤慨
legitimate, [lɪ`dʒɪtəmɪt] adj.合法的；正統的
lengthy, [`lɛŋθɪ] adj.長的
missionary, [`mɪʃən͵ɛrɪ] adj.傳教的 n.傳教士
liable, [`laɪəb!] adj.易...的；有義務的
mobilize, [`mob!͵aɪz] vt.vi.動員
liberate, [`lɪbə͵ret] vt.解放；使獲自由
modernization, [͵mɑdɚnə`zeʃən] n.現代化
liberation, [͵lɪbə`reʃən] n.解放
mold, [mold] n.模型
likewise, [`laɪk͵waɪz] adv.同樣地
momentum, [mòmɛntəm] n.動力
limousine, [`lɪmə͵zin] n.大型豪華轎車(limo)
monopoly, [mə`nɑp!ɪ] n.獨佔；壟斷
liner, [`laɪnɚ] n.班機
monotonous, [mə`nɑtənəs] adj.單調的
linguist, [`lɪŋgwɪst] n.語言學者
monotony, [mə`nɑtənɪ] n.單調
morale, [mə`ræ l] n.道德；士氣
liter, [`litɚ] n.公升
morality, [mə`ræ lətɪ] n.道德
literacy, [`lɪtərəsɪ] n.識字
motto, [`mɑto] n.座右銘
literal, [`lɪtərəl] adj.照字面的
mournful, [`mornfəl] adj.憂傷的
literate, [`lɪtərɪt] adj.能讀寫的；識字的
mouthpiece, [`maʊθ͵pis] n.(樂器的)吹口
longevity, [lɑn`dʒɛvətɪ] n.長壽
spokesperson, [`spoks͵pɝsn] n.代言人(spokesman/spokeswoman)
lounge, [laʊndʒ] n.休息室；會客廳；候機室
lunatic, [`lunə͵tɪk] adj.瘋的
municipal, [mjùnɪsəp!] adj.市政的；地方自治的
lure, [lʊr] vt.n.引誘
lush, [lʌʃ] adj.蒼翠繁茂的
mute, [mjut] adj.沈默的；啞的；無聲的
lyric, [`lɪrɪk] n.抒情的 n.抒情詩；歌詞
mythology, [mɪ`θɑlədʒɪ] n.神話
magnitude, [`mæ gnə͵tjud] n.重要；強度；(地震)震級
narrate, [næ `ret] vt.vi.敘述；作旁白
narrative, [`næ rətɪv] n.記敘文 adj.敘述的
malaria, [mə`lɛrɪə] n.瘧疾
narrator, [næ `retɚ] n.敘述者；旁白
manipulate, [mə`nɪpjə͵let] vt.操作；操弄
nationalism, [`næ ʃən!ɪzəm] n.民族主義
manuscript, [`mæ njə͵skrɪpt] n.手稿 adj.手寫的；原稿的
naturalist, [`næ tʃərəlɪst] n.博物學家；自然主義者
naval, [`nev!] adj.海軍的
mar, [mɑr] n.污點
navel, [`nev!] n.肚臍
massacre, [`mæ səkɚ] n.大屠殺
navigation, [͵nævə`geʃən] n.航海；導航
mastery, [`mæ stərɪ] n.支配；熟練
negotiation, [nɪ͵goʃɪèʃən] n.談判
materialism, [mə`tɪrɪəl͵ɪzəm] n.物質主義
neon, [`ni͵ɑn] n.霓虹燈
mattress, [`mæ trɪs] n.床墊
neutral, [`njutrəl] adj.中立的；不確定的
mechanism, [`mɛkə͵nɪzəm] n.機械裝置
newlywed, [`njulɪ͵wɛd] n.新婚夫婦
medication, [͵mɛdɪ`keʃən] n.藥物
newscaster, [`njuz͵kæstɚ] n.新聞廣播員(anchorman/anchorwoman)
medieval, [͵mɪdɪìvəl] adj.中世紀的；老式的 
meditate, [`mɛdə͵tet] vi.vt.計劃；沈思
nomination, [͵nɑmə`neʃən] n.提名；任命
meditation, [͵mɛdə`teʃən] n.沈思；冥想
nominee, [͵nɑmə`ni] n.被提名人
melancholy, [`mɛlən͵kɑlɪ] n.adj.憂鬱(的)
norm, [nɔrm] n.基準；常模
mellow, [`mɛlo] adj.成熟的；圓潤的
notorious, [nòtorɪəs] adj.惡名昭彰的
mentality, [mɛn`tæ lətɪ] n.智力
nourish, [`nɝɪʃ] vt.養育；滋養
merchandise, [`mɝtʃən͵daɪz] n.商品
nourishment, [`nɝɪʃmənt] n.養育；滋養
merge, [mɝdʒ] vt.vi.合併
nuisance, [`njusns] n.討厭的人(或事物)
metaphor, [`mɛtəfɚ] n.隱喻
nurture, [`nɝtʃɚ] n.vt.教養；培育
metropolitan, [͵mɛtrə`pɑlətn] n.大都市的
nutrient, [`njutrɪənt] adj.營養的 n.營養物
migrate, [`maɪ͵gret] vi.遷移
nutrition, [njùtrɪʃən] n.營養(學)
migration, [maɪ`greʃən] n.遷移
nutritious, [njùtrɪʃəs] adj.有營養的
militant, [`mɪlətənt] adj.好戰的 n.好戰者
obligation, [͵ɑblə`geʃən] n.義務；責任
miller, [`mɪlɚ] n.磨坊主
oblige, [ə`blaɪdʒ] vt.迫使；使…感激
mimic, [`mɪmɪk] vt.模仿 n.善模仿的人；小丑 
obscure, [əb`skjʊr] adj.暗的；模糊的 vt.遮掩；混淆
miniature, [`mɪnɪətʃɚ] adj.小型的
minimize, [`mɪnə͵maɪz] vt.使縮到最小
offering, [`ɔfərɪŋ] n.供奉；祭品
miraculous, [mɪ`ræ kjələs] adj.奇蹟般的
offspring, [`ɔf͵sprɪŋ] n.子女；後代
mischievous, [`mɪstʃɪvəs] adj.惡作劇的
operational, [͵ɑpə`reʃən!] adj.操作上的
pharmacist, [`fɑrməsɪst] n.藥劑師
opposition, [͵ɑpə`zɪʃən] n.反對；對抗
pharmacy, [`fɑrməsɪ] n.藥房
oppress, [ə`prɛs] vt.壓迫
phase, [fez] n.階段 vt.vi.分階段進行
oppression, [ə`prɛʃən] n.壓迫
photographic, [͵fotə`græ fɪk] adj.攝影的；逼真的
option, [`ɑpʃən] n.選擇(權)
picturesque, [͵pɪktʃə`rɛsk] adj.圖畫般的
optional, [`ɑpʃən!] adj.非必要的；可選擇的
pierce, [pɪrs] vt.vi.刺穿
ordeal, [ɔr`diəl] n.苦難；嚴峻考驗
piety, [`paɪətɪ] n.虔誠；孝順
orderly, [`ɔrdɚlɪ] adj.整齊的；有秩序的 adv.按順序地
pious, [`paɪəs] adj.虔誠的
pipeline, [`paɪp͵laɪn] n.導管；輸油管
organism, [`ɔrgən͵ɪzəm] n.生物；有機體
pitcher, [`pɪtʃɚ] n.投手；水壺
originality, [ə͵rɪdʒə`næ lətɪ] n.創意；新穎
plight, [plaɪt] n.誓約；困境
originate, [ə`rɪdʒə͵net] vi.發源 vt.引起
pneumonia, [njùmonjə] n.肺炎
outbreak, [àʊt͵brek] n.爆發
poach, [potʃ] vt.盜獵；水煮
outfit, [àʊt͵fɪt] n.全套服裝/裝備
poacher, [`potʃɚ] n.盜獵者；蒸鍋
outing, [àʊtɪŋ] n.郊遊；遠足
pollutant, [pə`lutənt] n.污染物 adj.受汙染的
outlaw, [àʊt͵lɔ] n.罪犯 vt.宣布…為不合法
ponder, [`pɑndɚ] vt.vi.沈思；仔細考慮
outlet, [àʊt͵lɛt] n 出口；銷路
populate, [`pɑpjə͵let] vt.居住於…
outlook, [àʊt͵lʊk] n.觀點；景色 vt.比…好看 vi.朝外看
posture, [`pɑstʃɚ] n.姿勢
precede, [prìsid] vt.vi.處在(...)之前；優於
outnumber, [aʊt`nʌmbɚ] vt.數量上超過
precedent, [`prɛsədənt] n.先例 adj.在前的
outrage, [àʊt͵redʒ] vt.激怒 n.惡行
precision, [prɪ`sɪʒən] n.精確
outrageous, [aʊt`redʒəs] adj.粗暴的、可憎的
predecessor, [`prɛdɪ͵sɛsɚ] n.前任
outright, [àʊt`raɪt] adj.直率的 adv.徹底地
prediction, [prɪ`dɪkʃən] n.預言
outset, [àʊt͵sɛt] n.最初
preface, [`prɛfɪs] n.序言
overhead, [òvɚ`hɛd] adj.在頭頂上的
prejudice, [`prɛdʒədɪs] n.偏見
overlap, [͵ovɚ`læ p] vt.vi.(與...)部分重疊
preliminary, [prɪ`lɪmə͵nɛrɪ] adj.預備的 n.初步
overturn, [͵ovɚ`tɝn] vt.vi.(使)傾覆
premature, [͵primə`tjʊr] adj.過早的；不成熟的
pact, [pæ kt] n.契約
premier, [`primɪɚ]n.首相 adj.最早的；首要的
pamphlet, [`pæ mflɪt] n.小冊子
prescribe, [prɪ`skraɪb] vt.規定；開處方
paralyze, [`pæ rə͵laɪz] vt.使麻痺、使癱瘓
prescription, [prɪ`skrɪpʃən] n.規定；處方
parliament, [`pɑrləmənt] n.議會；國會
preside, [prɪ`zaɪd] vi.主持；管轄
pathetic, [pə`θɛtɪk] adj.可憐的
presidency, [`prɛzədənsɪ] n.總裁/總統職位
patriotic, [͵petrɪ`ɑtɪk] adj.愛國的
presidential, [prɛzə`dɛnʃəl] adj.總裁/總統的
personal digital assistant, [`pɝsn!] [`dɪdʒɪt!] [ə`sɪstənt] n.個人數位助理(PDA)
prestige, [prɛs`tiʒ] n.名望
presume, [prɪ`zum] vt.vi.擅自(做)；假定
peddle, [`pɛd!] vt.vi.(沿街)叫賣
preventive, [prɪ`vɛntɪv] adj.預防的
pedestrian, [pə`dɛstrɪən] n.行人 adj.徒步的
productivity, [͵prodʌk`tɪvətɪ] n.生產力
peninsula, [pə`nɪnsələ] n.半島
proficiency, [prə`fɪʃənsɪ] n.精通
pension, [`pɛnʃən] n.退休金；養老金
profound, [prə`faʊnd] adj.深刻的；完全的
perception, [pɚ`sɛpʃən] n.感知；觀念
progressive, [prə`grɛsɪv] adj.進步的；革新的
perseverance, [͵pɝsə`vɪrəns] n.堅持不懈；毅力
prohibit, [prə`hɪbɪt] vt.禁止
persevere, [͵pɝsə`vɪr] vi.堅持不懈
prohibition, [͵proə`bɪʃən] n.禁止
persistence, [pɚ`sɪstəns] n.堅持；固執
projection, [prə`dʒɛkʃən] n.設計；發射；預測
persistent, [pɚ`sɪstənt] adj.堅持不懈的；固執的
prone, [pron] adj.易於...的；傾斜的
perspective, [pɚ`spɛktɪv] adj.透視的 n.觀點；遠景
propaganda, [prɑpə`gæ ndə] n.宣傳
propel, [prə`pɛl] vt.推進
pesticide, [`pɛstɪ͵saɪd] n.殺蟲劑
propeller, [prə`pɛlɚ] n.螺旋槳；推進器
petroleum, [pə`trolɪəm] n.石油
prose, [proz] n.散文[U]
petty, [`pɛtɪ] adj.小的；瑣碎的
prosecute, [`prɑsɪ͵kjut] vt.起訴
prosecution, [͵prɑsɪ`kjuʃən] n.起訴
rein, [ren] n.韁繩 vt.駕馭 vi.勒馬
prospective, [prə`spɛktɪv] adj.預期的
reinforce, [͵riɪn`fɔrs] vt.強化
provincial, [prə`vɪnʃəl] adj.省的；地方性的
relay, [rɪ`le] n.接力賽跑 vt.vi.轉播
provoke, [prə`vok] vt.對...挑釁；煽動
relevant, [`rɛləvənt] adj.有關的
prowl, [praʊl] vi.vt.潛行(於)
reliance, [rɪ`laɪəns] n.信賴；依靠
punctual, [`pʌŋktʃʊəl] adj.準時的
relish, [`rɛlɪʃ] n.滋味 vt.品嚐 vi.可口
purify, [`pjʊrə͵faɪ] vt.淨化；精煉
remainder, [rɪ`mendɚ] n.剩餘物
purity, [`pjʊrətɪ] n.純淨
removal, [rɪ`muv!] n.移去
qualification, [͵kwɑləfə`keʃən] n.資格
renaissance, [`rɛnə͵sɑns] n.新生；文藝復興
quarrelsome, [`kwɔrəlsəm] adj.喜歡爭吵的
render, [`rɛndɚ] vt.使成為；付給；提出
quench, [kwɛntʃ] vt.vi.熄滅 vt.解(渴)；壓制
renowned, [rɪ`naʊnd] adj.有名的
query, [`kwɪrɪ] n.vt.vi.詢問
rental, [`rɛnt!] n.租金；租賃 adj.供出租的
questionnaire, [͵kwɛstʃən`ɛr] n.問卷
repress, [rɪ`prɛs] vt.vi.抑制
racism, [`resɪzəm] n.種族主義
resemblance, [rɪ`zɛmbləns] n.相似
radiant, [`redjənt] adj.光芒四射的；容光煥發的
reservoir, [`rɛzɚ͵vɔr] n.蓄水庫
radiate, [`redɪ͵et] vi.輻射 vi.vt.散發；流露
residential, [͵rɛzə`dɛnʃəl] adj.居住的
radiation, [͵redɪèʃən] n.輻射；發光
resistant, [rɪ`zɪstənt] adj.抵抗的 n.抵抗者
radiator, [`redɪ͵etɚ] n.散熱器；輻射體
resolute, [`rɛzə͵lut] adj.堅決的 n.堅定的人
radical, [`ræ dɪk!] adj.根本的；激進的 n.根(號)；部首；激進份子
respective, [rɪ`spɛktɪv] adj.各自的
restoration, [͵rɛstə`reʃən] n.恢復；重建
restraint, [rɪ`strent] n.抑制
raft, [ræ ft] n.橡皮艇；木筏 vt.vi.乘筏(渡河)
retail, [`ritel] n.vt.vi.零售 adj.零售的
raid, [red] n.vt.vi.襲擊、劫掠
retaliate, [rɪ`tæ lɪ͵et] vi.vt.報復
random, [`ræ ndəm] n.任意行動 adj.隨機的
retrieve, [rɪ`triv] vt.重獲；挽回 vi.銜回獵物
ransom, [`ræ nsəm] n.贖金
revelation, [rɛv!èʃən] n.揭示；顯示；天啟
rash, [ræ ʃ] n.疹子 adj.輕率的
revenue, [`rɛvə͵nju] n.收入
rational, [`ræ ʃən!] adj.理性的 n.有理數
revival, [rɪ`vaɪv!] n.甦醒；重振
ravage, [`ræ vɪdʒ] vt.使荒蕪 vi.n.毀滅；蹂躪
rhetoric, [`rɛtərɪk] n.修辭
realism, [`riəl͵ɪzəm] n.現實性
rhythmic, [`rɪðmɪk] adj.有節奏的
realization, [͵riələ`zeʃən] n.領悟；實現
ridicule, [`rɪdɪkjul] n.vt.嘲笑
rebellion, [rɪ`bɛljən] n.反叛
rigorous, [`rɪgərəs] adj.嚴格的
recession, [rɪ`sɛʃən] n.後退；衰退
riot, [`raɪət] n.vi.暴亂；喧鬧
recipient, [rɪ`sɪpɪənt] n.接受者 adj.接受的
rite, [raɪt] n.儀式
recommendation, [͵rɛkəmɛn`deʃən] n.推薦
ritual, [`rɪtʃʊəl] n.adj.儀式(的)
reconcile, [`rɛkənsaɪl] vt.使和解
rivalry, [`raɪv!rɪ] n.競爭
recreational, [͵rɛkrɪèʃən!] adj.消遣的
rotate, [`rotet] vi.vt.(使)旋轉、輪流
recruit, [rɪ`krut] vt.vi.徵募 n.新兵；新手
rotation, [ròteʃən] n.旋轉；輪流
recur, [rɪ`kɝ] vi.再發生；返回
royalty, [`rɔɪəltɪ] n.王位；皇族
ruby, [`rubɪ] n.紅寶石
redundant, [rɪ`dʌndənt] adj.多餘的
safeguard, [`sef͵gɑrd] vt.n.保護
refine, [rɪ`faɪn] vt.vi.提煉；改善
saloon, [sə`lun] n.交誼廳；酒吧
refinement, [rɪ`faɪnmənt] n.提煉；改善
salvation, [sæ l`veʃən] n.拯救
reflective, [rɪ`flɛktɪv] adj.反射的
sanction, [`sæŋkʃən] n.vt.認可；制裁
refreshment, [rɪ`frɛʃmənt] n.精力恢復[U]；茶點；點心[C]
